flutter_path,file_type,dimensions,sha256,consumer,migrate_to_native,native_destination,notes
assets/emoji/modern/0_1013.png,PNG,66x66,ECA344EDD020F9314523B984A7ED32FA1B64713831EB4B61DB0DCD675261673F,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1014.png,PNG,66x66,FA760CDD896171BFC3FD718D6F863A00107399226239D047B792D26FA4E9AFEB,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1015.png,PNG,66x66,A3AE239C74DD30068349219A5D32F8AA987DB7A58718FBF1E4851C7CF518DE50,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1016.png,PNG,66x66,0BF8C4D885568011DFD99762E5DDFB1895D9BDA1E4D3D5B22BB19F7E52E4D1FE,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1017.png,PNG,66x66,760433968D7791FE52E12B6E58571CE25518B9A70BB8DF6EB64F193FB9EEDFFC,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1018.png,PNG,66x66,A330E8F5F527B0503AB3DC19FF9D75F12A3A5A90D888F1542A04963BE85BB625,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1019.png,PNG,66x66,8CB487512C1B0088E65853D470CFF1FBB2410FDD0747F914A44D8C865071CD79,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_102.png,PNG,66x66,FD8237789FE3C7A330DEF3E4382F4B584E281ADDFCCAB537238E531E8E41417C,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1020.png,PNG,66x66,BB64E0A20B5B8D2684238F1F06D95DC386C3D1B5E14A49D20AF046B6D2A6D601,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1021.png,PNG,66x66,A40A32A4AA06EF5F2C146F0FEEDDC617D6618C549D8966E36A15F1F8E7F99597,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1022.png,PNG,66x66,FFC856AAB6549D0C5ABAAC6B4CAE7FA01A1F25B2E3177CC3959D447946D318AC,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1023.png,PNG,66x66,B6F09650748AB4D6E87B65FA2FC4E849522863E3DB3B1B042544E4E55B9B31D7,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1024.png,PNG,66x66,817C823CF50302A0653A65BC1DEDB0D79525323BB7ED70DDA95CE841E16FE9B8,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1025.png,PNG,66x66,BDF00970D7F88119526B4A68A6AE77D4D8B268BD6B2724A81F127F90318FEB9A,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1026.png,PNG,66x66,2250EEEBF61F87DCE0C478C8F132C9094343DF6DD0D493C0521597F6AF891C28,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1027.png,PNG,66x66,EE2D8A3711A7E9D5220DBC67452AEF108E2AFAB534E7EEF8C91C8CCC1DECB2A3,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1028.png,PNG,66x66,5FD46AB0536475936DA132D73802EF2E9C086DD21C29E26F13A93DF430033002,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1029.png,PNG,66x66,DBF6369E7EB6A69BF80F26F93A30208D7B7B09762C3EFE4062F2ECDF7681B007,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_103.png,PNG,66x66,7DC9EBCFB63E7587A3620AAFC07F083A2EE33B42A62D2B588AE3A9F6A43B3DF3,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1030.png,PNG,66x66,81D6A41BE500C3C438B694DB555B45E0339F9544202D5B115BB41DA92556CF5D,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1031.png,PNG,66x66,FC2E982277F7886DC9FDD909BBDB77183B8FEF71567A1C4817101EB0EEFC29B1,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1032.png,PNG,66x66,99CA626EE0C352CC5C8E8691717B516EFB62F05AB98FED2EB7413A056F3D2D57,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1033.png,PNG,66x66,99797E49087008E759ACCDF8E313EED6B550F9B955BC22084173D8D988765B9C,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1034.png,PNG,66x66,3182E5FB376E107E255416B4CD793C0049480B682CF7FC52DD6F328DCC0E1542,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1035.png,PNG,66x66,04ECD402B9C536A3AE03608E0D227CF5DF1CA65EE1713C6CD9BC3D1009E86705,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1036.png,PNG,66x66,CFB728BB1DA1D44F183722A3AAB13F63A8FF633AA6E5391E6E1B3E4D560E7C96,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1037.png,PNG,66x66,BEAA98C9BF797403F0A7151627B04DBE6925E6E8480B1F8F0C07E0E90B7F1D98,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1038.png,PNG,66x66,9A1D8A483D5297C6EEAB3823FD6CFE2B49FEBA26E7AE9DFAC045B093F20EFDC1,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1039.png,PNG,66x66,7D75DB58EC2F995AB1EB2454DD8F528A3CE82A212BE7018375371AF881CCB02B,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_104.png,PNG,66x66,9E4F33395F33A7086E4D345A384544104F65F8F77F9033EF0B0E34B74BB9F42B,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1040.png,PNG,66x66,0E7DB8A7EF82A4B173C3EFB0860F380D94A0F31D76AEB657533A992FE9D4639F,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1041.png,PNG,66x66,30D1849B95514E2D52AAAF0D3F4577160840F3C6D104AC5FF837E0E61CCA9FF9,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1042.png,PNG,66x66,29B76A77C3E7182E82B241AFF71F03C6793CE31DB1E33C76C5DBA0C22B0AB144,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1043.png,PNG,66x66,8C778096FBD8B8276FE599ECECA7B1A58DE4968C1CC4B8954BA1EC36189C5697,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1044.png,PNG,66x66,B18EAD29ADC0FDA0F416E194CE942A97EDC3D0ADC58C871371AD836F02888854,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1045.png,PNG,66x66,29A6883D4C3D679FB7AF393488482E8AE58C326246C59E8794D86054E2D2BFA7,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1046.png,PNG,66x66,20147E53B957A01DF88F62D140258F60BA22B6BE0F8934F0DD6CC7197E4C8645,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1047.png,PNG,66x66,BB71EDA4F83910D59F9A02B04E614CBB80B59D91DC6E9C616BD08C98245C06FD,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1048.png,PNG,66x66,7459B342F2D319BE79A5F4B1BDE40A1F9FC6B959B3854913843CBF953E3153A7,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1049.png,PNG,66x66,725EE5E56FB3B10FDFC61F90964937B3FD6D615B72E8C10F55F8D8E46FE11891,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_105.png,PNG,66x66,2712C6F402D6D234CBF5D090E5D3262BDBB838211241757FCABCC7BE47D1DBBE,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1050.png,PNG,66x66,B592423B85B0AFB9DF219D58C39B4D08EED7873995A2D6A7D9FC8C5D36AACB54,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1051.png,PNG,66x66,40D03F9F06D5CE41F00C5DF8CD5F07FFB93F9F0EF81F690DB63DB961EBE9E715,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1052.png,PNG,66x66,EB7B15F506C35FD996A0C28EDDB9D3F84317EB96B217C7D68FBF40E6A76D45D3,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1053.png,PNG,66x66,977E2012DE027B1DBC3001AE496CFD3FFA3A4B81E96FDCA24700ED185ED9F781,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1054.png,PNG,66x66,1C511254FEA322C73699D0D5EC8F325CD15511F2677B443F5E01EBF93903F0EE,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1055.png,PNG,66x66,D6DF387047A2B99FFD253D84165F1ABFADBFE4F27206D0C5FAE3FAF3DE901B05,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1056.png,PNG,66x66,49EF7E2FEA538528B07989A79F0A4650508AFCBB0548C9CEF6C095A2C27C9F12,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1057.png,PNG,66x66,5B55170DD108134A21E7A2D26D8561F0FD2F9238988B3DC00D96DEE76B45A9E8,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1058.png,PNG,66x66,36EC10738C39CA7D4FA2FF1184F1E72335F57FF86C6512C4C918F7FBE01D7B93,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1059.png,PNG,66x66,76C34D6ABDB60FE4ACDED4228D118881CB5C6C5DC9EC2F9A9AECB32B915BBBD9,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_106.png,PNG,66x66,2B18734A0359BBB8C7D102DBF4A4F4E78980F4BD5F12963B370141E8CF2B0097,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1060.png,PNG,66x66,B59C2B8D3FCF380DEE5F98A5302516612012BC3DC6FBCB3F0B7E15181A2AC3C4,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1061.png,PNG,66x66,28D7A138F91D9F16EAB9A48C8BD86FE880415A0D9F4122FAF25C50BD65F2CED6,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1062.png,PNG,66x66,C0D4C900F8ECFD03B5909E22966CD0458C6EEE824492E661D2EAC7CFF2B8A2D8,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1063.png,PNG,66x66,100D70475AB0D7B68C99F1813C74484A850082AFB1EDFDAE9EDDF6D924EFC74E,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1064.png,PNG,66x66,E673BDA4B0EAB58B9D0AF2826E012A364DEDB86578E9F0FEF6D86AA279E02478,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1065.png,PNG,66x66,7F4CAD6652C0B7B4964EF5642590E048833544EA3A44F9B7C3CEDCB205D2DECC,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1066.png,PNG,66x66,8EA582A7C15CB07CE6396E422DE42F72DC325D1DD6C950CCF3BE57C729A443E1,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1067.png,PNG,66x66,F454726966F1DAF0BD4D13C8950C8E57493B6F82531DBEAE7DDB8C4D4D9CFD94,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1068.png,PNG,66x66,99E38E8E4DCC481A6E54FBB1B7D619A0F2E3D438A9BD070B31D40F82D29A8F24,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1069.png,PNG,66x66,998EE2BD3FB40E99D35BEBFC0E27E9EF5206EE2C487CDC3149520822EF70362A,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_107.png,PNG,66x66,289EC7A960798F42428149725292439DB247B094501B8473DCB3DBA4B4A70640,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1070.png,PNG,66x66,3DFC17301517DA29CB1490D04FA5D880ECBF713B6FB238DD603982B41FFE3F15,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1071.png,PNG,66x66,0BE76212A67E963D26CA330015F781D48870ED42499BC1A3C5E5B00AA8C172EE,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1072.png,PNG,66x66,B5C64166B9AAC0F8A765FEBD55AC1EEE15A4A9DE38A5B19056ABA54738530287,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1073.png,PNG,66x66,0A21963BD0D4BA8E44D582B9CC7FFC026CB4BC4AAB7C734C9A0BEDBA2B47D7FE,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1074.png,PNG,66x66,200D7E904DA823171E75463C13F72B095E6CE31A733416AE05D2F067075BF722,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1075.png,PNG,66x66,05CE393FAA48854E6659FFDC2422F8C4FF353535B7227C8C69332DB013152BAD,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1076.png,PNG,66x66,65A8B837F1EE71F06F6E7C4782803B984A78D79CE0BADD920FE696EF9E802C2F,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1077.png,PNG,66x66,AFBC050DE14CDFCE1D84081DC850A8795BCB6F1CE9BCC6BE489A988AEA81D957,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1078.png,PNG,66x66,C958AA15E873B08DA2AE3C30AE7C83BB939477F50634C55A04B25EC4AC4C709D,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1079.png,PNG,66x66,26238157E23E94A5A00AD95985BABA751E409E7635E331D8BEB4821714969683,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_108.png,PNG,66x66,AA872687505B61409E48A611C47E186F8F780AFF9D6A781D90BB9C097EC4F54A,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1080.png,PNG,66x66,3225EFACBB833624B3139A3DBCDE00F10F006480A0AE6CB03DE4982BC04CCEEB,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1081.png,PNG,66x66,9EACABE4FD9A08DFA2B4A7D75B78B30FE5D267AC66E2BF4CDF63BC45F0F07C16,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1082.png,PNG,66x66,0A46755D359AD72FFDA2EC97115C1A2E5754C4789FDAEE49D4F54149A97127B2,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1083.png,PNG,66x66,F905701E7235481C258C345921096B3933BCF330CD9FFA8657CF3224FF912CD1,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1084.png,PNG,66x66,87B1DA5C15334B41ADC55722EE3B7329CC02045213EBB0B2535F02EBA016C250,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1085.png,PNG,66x66,B9C34AD3FD3C588244BB899484ED889827E7640A8D335BEDC111D1FC83992E38,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1086.png,PNG,66x66,148E920FF9FEA19D30F66839CC3D7BE2B3789EACD6ABF57042A70CE8B55BA7CE,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1087.png,PNG,66x66,65107ACE2B25E5486CAEF67D1E4AF51A6DFAA901FAF620D70023918B4514EFED,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1088.png,PNG,66x66,559477C61BE5D2ADD0EE3632366F184D23D6786B3E9CB33F8C690DACE30D0CA4,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1089.png,PNG,66x66,2727CF862CD700F1277DE390E22B1A59AC270B89C91487CAD557A47875A407D6,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_109.png,PNG,66x66,9DDAEE311140227569A10BE45FE0F68CB73FEDD2B1255691A477F2DC9BBFE23D,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1090.png,PNG,66x66,0D834D63EDDFB26068B10875EF445D124D744A4F33E8CC5FB9FFB1B8AD014A63,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1091.png,PNG,66x66,76B00960C6A9AE69F9CA9B7FD274A93B9D142990739B3EC28E709B2811C0EBA6,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1092.png,PNG,66x66,B69388ABCC22658213A99B6DC6C405D2F29F3A00725C08839EE1578519089310,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1093.png,PNG,66x66,EDFCAC3C36FEB191127E771F91E5604969B71F0228463B2B022B9367C47466FE,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1094.png,PNG,66x66,28005048E87192965B616101B736C776689044C1E8425030CE59442A9A0FA8F3,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1095.png,PNG,66x66,D335AE8355E892612EA9F00D7E6C79B201385E13B5A7AF95FD4883B45F1B30C6,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1096.png,PNG,66x66,D72AA9577F47095DAF9212275F83470C6A19EE6EEA853EDC11418EE9C376EFA1,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1097.png,PNG,66x66,20532391E3510BBBA5930E7CC47086251B848C7AD780CCD9CE80F5B303C6DD23,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1098.png,PNG,66x66,5BE180AB57E6BEF2411BA70BB635E6F506650D04DF4396DCE15D2FD67E4B3F32,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1099.png,PNG,66x66,6B2CBC1B35F26FDBFCCEB25F782AAA55A9BB36F3B74E3B38B833E2CB7F3ED3E0,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_11.png,PNG,66x66,76B6D83A59FC6481A0209AB6CDB34FE0D476F09575A91B3B1BDC4215AB04611A,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_110.png,PNG,66x66,E0771734C44EDC23D820F60EE2E35C9EA4110D528FC5EDC01917B37B75BD3FA4,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1100.png,PNG,66x66,52C12DC764314B87DF0D53B184823A7435558FB284CD2FD4FD4B01ABEDA0E905,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1101.png,PNG,66x66,967C2DBC0B795F4B5C6976C4BC8DEB5C57483112D7A7BC64C474327EE42D64A0,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1102.png,PNG,66x66,4FF4F549EABFDDC449C1DC9B5C787BB6203DC90930B8395C1426477186F7D95D,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1103.png,PNG,66x66,A5B2404F94D265CC7B1CBAAA19ABE71C422DFC291F36137D5B4BB6F489CF646E,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1104.png,PNG,66x66,03AB538FE4E5B2ACFF088A4AED004965D3B49560E6A8115CEBB98DD61739B385,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1105.png,PNG,66x66,79850E39E1B50BB49270FEA6F9FA917B400863030DF7C9A354A0092F45C599DD,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1106.png,PNG,66x66,DAAD0A257CCAE5C29D788DFADAFF756E9C802B42C2019512F02599F59A21E805,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1107.png,PNG,66x66,758EC301BF42A8C40BC8FA8D2C0121FA07943442FA42D2406E67717C5CF97A54,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1108.png,PNG,66x66,E7E91A922A07D6CE5EAA291038189A6869033F1C8162A565785F2F0295AD5AE0,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1109.png,PNG,66x66,0E49263ED3C35857917100022DB92F753DBBCD24A8DF712690604B31F99B2F81,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_111.png,PNG,66x66,A8471A6799203746B49A1230C336D1F7771A738223030D93E32D37F702E5536F,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1110.png,PNG,66x66,A1E00A96031C97BEF5198E9B15EA10031EEE293377BA55637B6FAC114A14D59F,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1111.png,PNG,66x66,4FA8619FA955A39EBFC1528B9710261F9CE9A156622BD9EEB947DA8168AC16B4,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1112.png,PNG,66x66,436CE1CA284B364F0392BFC03B00624E8F5B7A18EF01FD39439834AE33848D29,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1113.png,PNG,66x66,F1EDDAF4BDA9106735C9551424ABD64E153FA0C8683EBE2162401FBE0BE1A1C6,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1114.png,PNG,66x66,597054CF8A6E4938D3AD063683254B0A8BBC8372BC10C5FE29C00BD2301EB225,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1115.png,PNG,66x66,4D78C049DAD243671B855C2554320A51AB0D43F17397D0E0D1BBC1E5170CFB16,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1116.png,PNG,66x66,0D0E383DC56AB9C6CDAAE91CC64F0F9D1F933DBFED2EDA6919B0195714A643BB,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
assets/emoji/modern/0_1117.png,PNG,66x66,6E8D41E48ADCB10492137F1C5FF2242D578163152B13FCFFA8EBF7D862D616AF,modern_emoji_map.json / emoji picker,no,,outside Login/shared-foundation scope
